id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12940893,"Beautiful, cozy apartment next to the Vondelpark",70110301,Leonie,,De Baarsjes - Oud-West,52.3587,4.8601,Entire home/apt,120,2,10,2019-05-25,0.14,1,0,0,0363 FF9B FE88 07C2 653B
12949044,Bright apartment in city centre,71130310,Juul,,Centrum-West,52.37824,4.88181,Entire home/apt,125,2,2,2016-07-17,0.03,1,0,0,0363 7A6E 65D1 BC87 6CBB
12949094,Stylish and light apartment in Amsterdam,2724950,Monique,,Oud-Oost,52.35784,4.90919,Entire home/apt,169,2,18,2019-11-15,0.24,1,0,0,0363 2B4D E8F4 EAAA 1E6B
12959197,"Modern, newly decorated @hip area close to Jordaan",68995093,Arie,,Westerpark,52.38277,4.87446,Entire home/apt,174,2,21,2021-08-14,0.29,1,3,0,0363 EFEC A107 51AD D23B
12970674,"Ensuite bathroom, great location",158271,Parag,,Centrum-Oost,52.36306,4.9083,Private room,110,3,248,2022-04-10,3.38,1,0,27,0363 6BDF AE09 2065 A723
12977165,Modern & bright design appartement,44233937,Buket,,Bos en Lommer,52.37916,4.83898,Entire home/apt,314,1,30,2020-03-10,0.39,1,0,0,0363 B78F 2939 9D3D AF06
13001861,Stylish green apartment near the beautiful Jordaan,19523242,Stefan,,Bos en Lommer,52.37732,4.86135,Entire home/apt,200,3,58,2020-03-08,0.77,1,0,0,0363 4200 E7A2 24C9 805E
13004307,Private 100m2 apartment in green city centre,30359523,Carmen,,Centrum-Oost,52.37422,4.9211,Entire home/apt,177,5,8,2022-08-23,0.11,1,12,3,0363 0A87 6B2A CC4A 4457
13017363,Great place near Westerpark/Jordaan,7528156,Isabelle,,Westerpark,52.37824,4.87087,Entire home/apt,200,21,18,2021-09-26,0.25,1,29,2,0363 1679 4DB2 C33F 2B99
13017542,Spacious and quiet apartment near city center,53966656,Degi,,De Baarsjes - Oud-West,52.37027,4.85532,Entire home/apt,200,2,36,2022-08-27,0.49,1,17,10,0363 2501 D682 C071 4D4B
13034385,Private room at the  KNSM island Amsterdam,45863923,Jan Willem,,Oostelijk Havengebied - Indische Buurt,52.37815,4.94705,Private room,82,2,129,2022-08-01,1.69,1,0,10,0363 0BB4 935D AD9D 4392
13035842,Nice room in quiet and green location,72066526,Wenda,,Noord-West,52.40662,4.92246,Private room,70,2,37,2022-08-21,0.48,1,117,15,0363D10C88770514B649
13040996,Big Bed in private room in CENTER of AMSTERDAM!,31817443,Gina,,Westerpark,52.38741,4.88208,Private room,52,1,407,2022-08-21,5.43,2,249,62,0363 BB9D F026 723D 64AD
13041188,Quiet canal apartment for seniors,72127124,Alexander,,Centrum-Oost,52.3698,4.91043,Entire home/apt,50,21,0,,,1,0,0,0363 835D BE0D 20D0 4BF3
13049566,Home with garden for family (with kids),14004831,Lianne,,Noord-Oost,52.4069,4.93517,Entire home/apt,150,7,12,2022-08-07,0.16,1,0,1,0363 2B16 FE7F 8B50 6947
13051355,Boogaard's B&B (Center of old city),72052828,Boogaard'S BnB,,Centrum-West,52.37103,4.89583,Private room,181,1,164,2022-08-16,2.15,2,26,44,0363 FD81 B990 9F95 8DC4
13072405,Francesco's house,38499430,Francesco,,Geuzenveld - Slotermeer,52.37788,4.8029,Private room,89,1,244,2022-09-04,3.19,1,130,28,0363 E4D1 58DE 82C0 D146
13074889,Spacious apartment with a view over Amsterdam,98647,Piet-Hein,,Zuid,52.34389,4.86687,Entire home/apt,240,4,36,2022-05-14,0.48,1,1,7,0363761B5E258B511B03
13080195,Boathouse in the heart of Amsterdam!,44725462,Merel,,Centrum-West,52.36932,4.882543,Private room,149,2,61,2022-08-29,0.80,1,110,28,0363 486D 299C FE6E 6D54
13086175,Studio in the heart of Amsterdam,67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,201,1,47,2022-08-18,0.61,17,317,21,Exempt
13092978,Hotel in the heart of Amsterdam 2p,67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,140,1,152,2022-08-24,1.99,17,329,25,Exempt
13094970,Marvelous ideally located 8-room appartment,30604903,Ingmar,,De Pijp - Rivierenbuurt,52.34108,4.89566,Entire home/apt,150,14,0,,,1,0,0,0363 B5FA ED71 9AC1 5E41
13103861,Vintage Attic Studio,72822537,Alexander,,Centrum-Oost,52.36245,4.904,Private room,80,3,220,2022-09-01,2.96,1,140,40,0363 97B5 C516 A2BC 4704
13107969,Charming family house with big garden,14785872,Martijn,,De Baarsjes - Oud-West,52.37252,4.85834,Entire home/apt,200,3,33,2022-08-18,0.45,1,0,4,0363 3A3F CA46 48A8 F72C
13119217,Wonderful and spacious Canal House in AMS!,41788459,Jill,,Centrum-Oost,52.36272,4.90898,Entire home/apt,229,2,45,2022-08-07,0.67,2,0,8,0363 935E B685 3384 FD61
13127944,Sunny family home 10 minutes from citycentre,21055819,Tom,,Noord-Oost,52.39487,4.93111,Entire home/apt,150,3,9,2019-08-18,0.12,1,0,0,0363 9C9A 34BC 226A D6B4
13134404,Cool & Cosy with Roof Top in Trendy Neighbourhood,5994506,Najim,,Oud-Oost,52.35678,4.92396,Entire home/apt,190,2,9,2019-09-07,0.13,1,0,0,0363 E13E 7D48 E4F1 98A6
13134714,Amstel Joy,73169850,Luchiena,,Oud-Oost,52.35015,4.9135,Private room,95,2,117,2022-08-21,1.54,1,91,12,0363 28E1 79A9 9E6C DEA8
13135409,"Nice apartment with canal view,  nearby Vondelpark",28561678,David,,Zuid,52.35079,4.85205,Entire home/apt,90,3,27,2022-08-21,0.36,1,1,6,0363 A01A 7447 8DC0 759F
13144575,Boogaard’s Bed & Breakfast,72052828,Boogaard'S BnB,,Centrum-West,52.37304,4.89355,Private room,136,1,105,2022-08-22,2.13,2,34,48,0363 FD81 B990 9F95 8DC4
13152028,Bright and beautiful family home,17519276,Jolieke,,Westerpark,52.3918,4.87313,Entire home/apt,199,4,17,2022-08-21,0.23,1,8,3,0363 C799 EE93 9217 9691
13169294,Cosy family house in a quiet neigbourhood.,56203376,Ineke,,Watergraafsmeer,52.35323,4.93898,Entire home/apt,175,4,12,2018-07-01,0.16,1,0,0,0363 C9B0 7857 32BD 8782
13179196,Cosy apartment with rooftop in the centre of A’dam,7847130,Marloes,,De Baarsjes - Oud-West,52.36727,4.86668,Entire home/apt,114,1,18,2019-03-31,0.24,1,0,0,0363 EEEC 8C67 8C08 28BA
13187427,Charming house with garden- great for families,8777217,Imke,,Watergraafsmeer,52.35387,4.92996,Entire home/apt,195,3,6,2021-08-19,0.12,1,0,0,0363 19F7 B9E6 A463 04C8
13188340,Cosy apartment with garden in heart of Amsterdam!,73797316,Jacqueline,,Centrum-Oost,52.36828,4.92478,Entire home/apt,79,3,10,2019-10-30,0.17,1,0,0,0363 4A97 8EAC DC72 4383
13196981,Charming apartment with garden near Vondelpark,65712770,Martina,,Zuid,52.35422,4.84966,Entire home/apt,109,2,24,2019-09-15,0.37,1,0,0,0363 DF00 94A0 4769 42C6
13198248,"Stylish house-boat, perfectly located",505271,Michiel,,De Baarsjes - Oud-West,52.37238,4.87376,Entire home/apt,150,2,47,2022-07-19,0.62,1,0,6,0363F5946BED92B56BB8
13219341,"Stunning, big and comfortable house",37062061,Casper,,Watergraafsmeer,52.34299,4.95102,Entire home/apt,230,3,27,2019-07-09,0.36,1,190,0,0363 AE62 D2B2 3068 2241
13245827,"Comfortable family house, max 2 adults & children",10783022,Sabrina,,Watergraafsmeer,52.35631,4.93949,Entire home/apt,275,3,4,2022-08-18,0.08,1,4,1,0363 3C64 7E5F B551 5BB6
13247212,Modern houseboat on broad canal - very central,8657706,Elwin,,Centrum-Oost,52.37288,4.90648,Entire home/apt,534,2,49,2022-08-19,0.65,1,13,6,0363 167D 0283 CEE0 FCBA
13256599,Sabine and Walter Euler apartment,13213532,Historical Canal House,,Centrum-West,52.36861,4.88607,Entire home/apt,219,7,85,2022-08-28,1.13,2,283,7,036322D1298705A8F1EE
13262666,Laid back town house with garden and terrace!,9015391,Elle,,Bijlmer-Oost,52.32001,4.96323,Private room,55,2,17,2018-05-12,0.23,2,0,0,0363 AF52 379C CB42 1CCD
13272633,Private 2-bedroom apartment near Artis Zoo,231589707,Marie-Renée,,Centrum-Oost,52.36532,4.91091,Private room,403,2,142,2022-08-12,1.87,1,60,15,0363 5404 F7EC 320E 3018
13289822,Luxury Bedroom/Suite on Private floor incBreakfast,4673073,Aj,,Gaasperdam - Driemond,52.29034,4.98011,Private room,93,1,54,2022-08-07,0.82,1,344,13,0363 A9CB B109 423D F028
13294936,Spacious apartment with rooftop terrace!,41519249,Nienke,,Bos en Lommer,52.37325,4.85107,Entire home/apt,229,2,11,2019-12-10,0.15,1,0,0,0363 02EA 808A F585 88CB
13302853,Spacious family-home on waterside near centre,75141793,Marleen,,Oostelijk Havengebied - Indische Buurt,52.37017,4.94396,Entire home/apt,250,3,12,2022-08-21,0.16,1,0,4,0363 7ED5 6B53 0203 C19C
13304281,Great large  bedroom Inc breakfast,16654931,Yoshi,,Oud-Noord,52.3985,4.91342,Private room,80,2,123,2020-01-26,1.70,1,0,0,0363 CD7B D943 6E95 B825
13308006,Authentic Amsterdam Basement,35762833,Marian,,De Baarsjes - Oud-West,52.35837,4.85969,Private room,82,2,143,2022-09-05,1.88,1,3,29,0363F55C154CE0567547
13327626,Luxurious Apartment w Rooftop Terrace.,21095754,Joost,,Westerpark,52.38297,4.87459,Entire home/apt,150,2,5,2021-10-16,0.07,1,29,1,0363 FD5A 13AC 4876 4BB9
13330153,Big family house @ industrial wharf area Amsterdam,6828517,Emely,,Noord-West,52.40716,4.90064,Entire home/apt,120,4,14,2022-08-04,0.19,1,0,3,0363 A347 DA85 DA3A CDEF
13336515,Light groundfloor two bdrm app for peace-seekers,9519500,Olijf,,Watergraafsmeer,52.3532,4.93678,Entire home/apt,250,2,26,2019-08-23,0.34,1,103,0,0363 0DD1 5AC9 9274 BD08
13350004,Modern appartment in upcoming and trendy east,6323743,Tim,,Oostelijk Havengebied - Indische Buurt,52.36361,4.93796,Entire home/apt,110,2,32,2022-04-01,0.43,1,0,5,0363 3021 61D9 6C00 A200
13353566,Amsterdam City & Rural Life Combined. Free Parking,75415761,Iris,,Noord-Oost,52.38531,4.95352,Private room,365,4,19,2019-06-17,0.32,4,310,0,0363 6C05 84EB 97A6 B302
13389882,Cozy renovated apartment 3 min walk from Jordaan,18081557,Paul,,Westerpark,52.3789,4.87492,Entire home/apt,250,5,27,2021-09-05,0.37,1,0,0,0363 BA5F 7F2B 1975 1890
13419312,"Tiny palace, 2 floors, A'dam Westerpark-Jordaan",19617153,Hans,,Westerpark,52.38371,4.8743,Entire home/apt,120,2,58,2022-08-13,0.79,1,1,9,03637D1DDC1AE88BBB59
13421459,Incredible APT IN JORDAAN | Sunny BALCONY,1464510,Wendy And Bram,,Centrum-West,52.37178,4.88017,Entire home/apt,397,3,58,2022-08-11,0.77,5,0,6,0363 FF6F 02B4 A337 90F0
13428614,"Beautiful, spacious 2 bed apt close to city center",5104764,Thijs,,Bos en Lommer,52.3779,4.86199,Entire home/apt,150,2,38,2022-09-04,0.50,1,2,7,0363 4E2B 512E CD6A E321
13429174,Garden apartment. Private room. Old West Amsterdam,76572471,Glendon,,De Baarsjes - Oud-West,52.37178,4.85301,Private room,49,3,237,2022-09-02,3.76,2,14,46,0363 0A67 E566 D0FA AE65
13431398,"Light apartment, sunny balcony, near Vondelpark",76597863,Alex,,De Baarsjes - Oud-West,52.36278,4.8528,Entire home/apt,95,3,44,2020-08-03,0.59,1,0,0,0363 24EB 18C0 D574 E9DA
13439708,Luxury waterfront villa - 4 pers. - free parking,28640347,Marc & Ellen,,IJburg - Zeeburgereiland,52.35336,4.99456,Entire home/apt,350,3,10,2020-08-01,0.16,2,245,0,0363366AA093E71B6517
13441385,"Close to Center, Jordaan, Park,  yet very quiet",45194167,Sophie And Bas,,Westerpark,52.38261,4.87531,Entire home/apt,214,2,34,2022-08-27,0.45,1,0,5,0363 1686 0BCD 9BF0 742A
13449471,Perfect for family: with garden near museum square,3248360,Stijn,,De Pijp - Rivierenbuurt,52.35643,4.88806,Entire home/apt,356,4,6,2022-08-12,0.09,1,0,1,0363 BCF4 E6A9 620D 338F
13460110,Rooftop apartment with a terrace in Amsterdam.,76925642,Nienke,,Oud-Noord,52.39023,4.92482,Private room,98,2,156,2022-09-05,2.07,1,31,33,0363DD4A135A3A37C968
13463110,Light bedroom with private bathroom,66691578,Mirjam,,IJburg - Zeeburgereiland,52.36157,4.97639,Private room,95,2,83,2022-08-30,1.10,1,3,2,0363 5CFA C818 B799 F1F6
13463261,Apartment with canal view near museum district,35488955,Joekenel,,De Pijp - Rivierenbuurt,52.34789,4.89176,Entire home/apt,175,3,55,2022-08-27,0.74,1,0,5,0363 764F B7CB 20A2 9852
13476691,Spacious family home with backyard.,10766682,Govert,,Oud-Oost,52.35164,4.9113,Entire home/apt,200,3,18,2020-02-22,0.24,1,0,0,0363 63EF 4692 D3AE 8EDB
13483155,Spacious family friendly apartment near centre,10452279,Laurens,,Oud-Noord,52.38621,4.91678,Entire home/apt,175,5,4,2019-07-27,0.05,1,0,0,0363 BA04 48CC A33D 5856
13486108,Modern apt close 2 city centre. Families only!,9334536,Christian,,Oostelijk Havengebied - Indische Buurt,52.37468,4.94674,Entire home/apt,156,4,11,2020-01-02,0.16,1,0,0,0363 4154 6F93 C41F 3FA6
13489366,Stylish and Cozy with Lovely Garden in Zuid.,3737342,Eileen,,De Pijp - Rivierenbuurt,52.34252,4.89785,Entire home/apt,110,5,4,2019-08-24,0.10,1,0,0,0363E37ADA5B1FB30E25
13491924,Penthouse Jordaan royal blue also long term rent!,56163785,Leonora,,Centrum-West,52.37643,4.88233,Entire home/apt,295,3,16,2021-09-07,0.25,2,0,1,03634E9A2E6918B6BC39
13527219,Bright and Spacious Canal District Apartment,2397361,Youri & Marc,,Centrum-West,52.37032,4.89104,Entire home/apt,318,4,13,2022-04-18,0.18,1,236,3,0363 74FB 84D9 2B2F 8885
13537254,Bright 2-bedroom apartment near Vondelpark,7867086,Folkert,,De Baarsjes - Oud-West,52.36054,4.86428,Entire home/apt,200,14,34,2019-10-30,0.45,2,81,0,0363 ABE5 49E8 1620 7FFC
13537721,Large family loft Amsterdam center private parking,20056287,Mumu,,Centrum-Oost,52.37019,4.93074,Entire home/apt,350,3,4,2020-01-16,0.05,2,3,0,0363 1FF6 2D5D AA70 932C
13554855,Art residence,68688117,Lora,,Centrum-Oost,52.36384,4.88328,Private room,89,2,90,2018-12-09,1.19,1,0,0,0363 58A7 9FF0 2C33 F9A6
13561575,Amsterdam Noord... the hip side of the city,66377477,Fabio,,Noord-Oost,52.40632,4.9304,Private room,39,1,232,2022-08-15,3.09,2,0,84,0363 69A2 4E6E C1F7 66DF
13571617,Hip Split Level Apartment -ground floor-,78267189,Carolijn,,Oud-Oost,52.35544,4.90776,Entire home/apt,261,7,102,2022-09-05,1.36,1,74,13,0363 5F49 D70C 760F DDF0
13584858,"Hotel in the heart of Amsterdam, Basement Room",67005410,Feliciano,,Centrum-West,52.37426,4.89926,Private room,163,1,282,2022-08-18,3.76,17,321,33,Exempt
13597907,Cosy apartment in de Pijp,11910163,Carolien,,De Pijp - Rivierenbuurt,52.3528,4.88847,Entire home/apt,99,2,30,2022-05-28,0.40,1,0,6,0363 E63D D0AC 81F8 2CEB
13598808,Luxury 2 Bed/ 4 Persons Townhouse Balcony & Patio,40476103,Ramon,,Centrum-West,52.37154,4.87665,Entire home/apt,805,1,55,2022-05-31,0.73,1,0,3,03636074E26C6F924988
13599479,"Comfortable, light and cozy studio",10716811,Roderick,,Oostelijk Havengebied - Indische Buurt,52.36241,4.93785,Entire home/apt,75,5,5,2020-07-04,0.07,1,0,0,0363 C2DF 2F13 09D3 E059
13601323,Beautiful 75m2 house. Great for kids!,7260685,Maarten,,De Pijp - Rivierenbuurt,52.34119,4.89622,Entire home/apt,110,2,23,2022-02-24,0.31,1,0,1,0363 E84F E472 4F7A A183
13611657,PRACHTIG BOUTIQUE APPARTEMENT IN DE JORDAAN!,78789390,Ronald,,Centrum-West,52.36843,4.87981,Entire home/apt,185,2,16,2022-02-14,0.21,1,0,3,0363F13D3F68E1C0D5A0
13612108,Nice/cozy Appartment near RAI & de PIJP',50808412,Daphne,,De Pijp - Rivierenbuurt,52.34437,4.90637,Entire home/apt,184,3,42,2022-08-07,0.57,1,0,5,0363 FE04 41E7 C759 8DCD
13629998,"House available with garden, Children proof",7601720,Mishka,,Buitenveldert - Zuidas,52.32956,4.85825,Entire home/apt,200,2,2,2022-06-12,0.63,1,25,2,0363 B4A2 2E31 29CA 2CCC
13632710,Lovely Spacious Watervilla,11599666,Inge,,IJburg - Zeeburgereiland,52.36203,4.98387,Entire home/apt,150,6,5,2017-08-23,0.07,1,0,0,03635F348C88DF34A4B1
13647474,BRIGHT & COMFORTABLE | EDGE OF THE CANAL DISTRICT!,11609778,Ellie,,Centrum-Oost,52.36229,4.90017,Private room,271,3,189,2022-08-27,2.51,1,40,34,0363 7398 D619 B3F3 9ECC
13654387,Designed family home in Amsterdam,6006984,Adi,,Geuzenveld - Slotermeer,52.3838,4.83647,Entire home/apt,199,4,23,2022-08-10,0.31,1,0,3,0363 20BB 9250 7B6A A2BC
13655161,"Light, spacious and modern apartment",14620877,Emiel,,Oostelijk Havengebied - Indische Buurt,52.36174,4.93661,Entire home/apt,133,4,31,2022-07-02,0.42,1,0,1,0363 7365 0764 6310 521D
13678453,"Spacious design apartment De Pijp,newly renovated!",79617446,Stephanie,,De Pijp - Rivierenbuurt,52.35557,4.9016,Entire home/apt,120,3,12,2019-10-20,0.16,1,0,0,0363 3C70 A2A9 A755 A445
13687342,Cozy apartment in the hip neighborhood De Baarsjes,79728846,Annebet,,De Baarsjes - Oud-West,52.36747,4.85643,Entire home/apt,85,4,7,2019-12-09,0.09,1,0,0,0363 8596 630D 5751 F0F6
13691198,Light and cosy apartment with nice garden,34711799,Mischa,,De Pijp - Rivierenbuurt,52.34457,4.90245,Entire home/apt,145,3,23,2022-08-20,0.35,1,90,12,0363 3654 BE63 3114 91BB
13692489,Spacious & hip split level home near Vondelpark,143098191,Peter,,De Baarsjes - Oud-West,52.365,4.85835,Entire home/apt,299,3,15,2022-08-12,0.20,3,1,5,0363 8718 48B1 9165 460E
13708567,"Stylish, en-suite apartment near Jordaan",3409826,Kith & Kin,,Westerpark,52.37981,4.87418,Entire home/apt,209,1,45,2022-08-23,0.60,4,215,16,Exempt
13709435,Your beautiful home in fancy Amsterdam-South,46297255,Sara,,Zuid,52.34557,4.8624,Entire home/apt,130,2,38,2019-12-30,0.51,1,0,0,0363 032D 628B 1AD7 1B21
13710865,House Boat in Amsterdam outside city centre,16660183,Winni,,De Aker - Nieuw Sloten,52.33872,4.79454,Entire home/apt,400,4,11,2021-08-11,0.15,1,0,0,0363 59B2 21BB 6D04 2485
13721713,Private studio in quiet up-and-coming neighborhood,63345467,Daan,,Bos en Lommer,52.37633,4.85055,Private room,96,2,224,2022-09-01,2.98,1,107,45,0363 8BCF D776 616E A8A4
13729010,Modern home with private parking in Amsterdam East,6651424,Ernest,,Watergraafsmeer,52.35698,4.93415,Entire home/apt,179,2,45,2022-07-27,0.60,1,0,4,0363 B039 4517 19CB 49B7
13760261,Luxurious artist family home with garden,6478962,Anouk,,Centrum-West,52.36633,4.88552,Entire home/apt,450,4,23,2022-08-17,0.31,1,327,4,0363 169B 6FA5 2B2C 729A
13791396,Nice appartment in traditional Amsterdam Zuid,81047665,Paolo,,Zuid,52.3447,4.87048,Entire home/apt,95,2,10,2016-08-20,0.13,1,0,0,0363 50A6 AE41 D163 FCE5
13807530,Spacious apartment in a lovely neighborhood,5907517,Ivana,,Oud-Oost,52.35916,4.91665,Entire home/apt,214,2,51,2022-07-03,0.68,1,94,6,0363 7BCE D1F5 9DC6 0A10
13812250,Amalia Residence,3409826,Kith & Kin,,Westerpark,52.37948,4.87532,Entire home/apt,346,1,112,2022-09-03,1.50,4,239,32,Exempt
13812273,Charming canal-house with garden and roofterrace,21117830,Shira,,Zuid,52.35599,4.85235,Entire home/apt,225,3,26,2019-10-27,0.35,1,5,0,0363 6F7D 0FD8 28B1 086D
13817814,bfgbfss,29945731,Rixt,,Westerpark,52.38298,4.87758,Entire home/apt,99,3,38,2022-08-17,0.51,1,0,9,0363 B51D 5F2C 90D4 6FF6
13819991,"Lovely, Cosy@Canal-City Centre!",53014399,Christiaan,,Centrum-Oost,52.35893,4.89561,Entire home/apt,200,5,0,,,1,0,0,0363 1910 AC95 08A0 163D
13820169,Double Room in Amsterdam,62554587,Francisco,,De Baarsjes - Oud-West,52.37265,4.85066,Private room,90,2,219,2022-08-29,2.91,1,22,37,0363 829C F0CA F8B1 47DF
13821980,"Luxury Penthouse, incl parking - Big Balcony",24973076,Herman,,Osdorp,52.36131,4.79003,Entire home/apt,142,2,24,2018-10-12,0.35,1,0,0,0363 0EA0 5913 F3AC F9F1
13825117,Nice house and garden with all the basics and more,81478412,Gerrit,,Oud-Oost,52.35893,4.92372,Entire home/apt,130,3,53,2022-04-10,0.71,1,0,3,0363 51BE FF4A 2B84 D5C9
13836709,Moderne and Arty Space in Amsterdam North,21866990,Berith,,Noord-West,52.40451,4.91506,Private room,59,3,136,2022-07-10,1.89,1,2,24,0363 CA1A 7CDA FA4C 38DB
13837559,"Comfy Room close to center, recently renovated",60394903,Emil,,Slotervaart,52.3508,4.84169,Private room,156,2,136,2022-09-01,2.06,1,6,41,0363 E2B4 62E6 3988 C0A2
13841525,Very spacious house with lovely garden,13288851,Monique,,Oud-Oost,52.35732,4.9197,Entire home/apt,180,6,21,2022-08-26,0.28,1,0,2,0363 CBAD 55EF 3DDA AB5E
13851468,Super cozy 'Tree House' next to Westerpark,7245730,Arthur,,Westerpark,52.39301,4.87294,Entire home/apt,245,1,36,2022-05-28,0.48,1,360,7,0363 BCA2 CE5C 36AD 0296
13852643,Private loft in the Jordaan area,67729845,Willem,,Centrum-West,52.38106,4.88669,Private room,125,2,130,2020-01-06,1.73,2,0,0,0363 DD0C 2166 52E4 6319
13853337,"Lovely, sunny city centre apartment",81648859,Valerie,,De Baarsjes - Oud-West,52.36622,4.86612,Entire home/apt,110,1,36,2020-11-14,0.48,1,0,0,0363 9278 05BF 3DA9 A2E2
13854126,Charming apartment 4 persons Amsterdam/Westerpark,25982521,Camille,,Westerpark,52.3837,4.87297,Entire home/apt,300,3,65,2022-08-31,0.87,1,346,12,0363 C0E5 0803 0C02 BEC1
13854467,"Stylish 4 floor villa, own entrance",70184459,Yvette,,Zuid,52.34906,4.87094,Entire home/apt,535,3,26,2022-08-28,0.35,1,4,7,0363 FF73 1F3D D0DB 5184
13873040,Bright  apartment in central & famous area,81937406,Felice,,Oostelijk Havengebied - Indische Buurt,52.36907,4.94288,Entire home/apt,140,3,11,2022-08-14,0.23,1,0,2,0363 02F1 14C2 4999 5D8E
13882569,"Spacious apartment in lively, hip Amsterdam East!",7562836,Cindy,,Oostelijk Havengebied - Indische Buurt,52.36111,4.93493,Entire home/apt,75,3,29,2022-05-22,0.40,1,0,5,0363 0690 D23C AD47 4F44
13886949,Charming apartment in Amsterdam's canal house!,13538315,Ingmar,,Watergraafsmeer,52.35452,4.9283,Entire home/apt,194,6,9,2019-05-05,0.12,1,0,0,0363 174E 9110 1701 172B
13889292,Lovely family house private parking,80415638,Niek,,Noord-Oost,52.38727,4.95789,Entire home/apt,189,6,16,2022-08-07,0.22,1,0,2,0363 EB51 07F1 E9AB D9C2
13891719,Beautiful bright spacious city center apartment!,8226940,Alexandra,,Centrum-Oost,52.36428,4.91231,Entire home/apt,150,3,50,2022-07-25,0.67,1,4,3,0363 736F 626C 1385 7F92
13897189,Spacious & bright apartment in Westerpark area,4542627,Malu,,Westerpark,52.38231,4.87142,Entire home/apt,128,4,50,2022-05-20,0.68,1,0,1,0363 D3AA 83CD 5947 BF17
13897722,Stylish & Bright apartment in Amsterdam WEST,41947604,Marissa,,Bos en Lommer,52.3852,4.85133,Entire home/apt,95,4,38,2019-03-26,0.51,1,0,0,0363 66F1 F9D3 3405 E88B
13906273,Sunny Apartment - East of Amsterdam,40858735,Oscar,,Oostelijk Havengebied - Indische Buurt,52.3678,4.94205,Entire home/apt,100,6,45,2021-10-09,0.60,1,0,3,0363 3D10 3AE7 674E C0C2
13910073,Sunny garden house near Sloterdijk,6352586,Jeroen,,Geuzenveld - Slotermeer,52.3844067961272,4.833191391295351,Entire home/apt,220,5,13,2022-08-27,0.18,1,27,1,0363 3589 C295 7D1D 8B4D
13925585,"house with garden, 10 min from centre",17414033,Wouter,,De Baarsjes - Oud-West,52.36877,4.85404,Entire home/apt,129,3,72,2022-08-29,0.97,1,0,7,0363 2F52 788F 00DB 5D24
13932749,Spacious apt with sunny balcony,59269534,Nicoline,,De Baarsjes - Oud-West,52.37113,4.86086,Entire home/apt,140,2,26,2019-07-26,0.35,1,0,0,0363 2444 BEDB 7DAC C47A
13933082,"New build houseboat, near ""De Jordaan"" with garden",8935096,Bart,,Bos en Lommer,52.37906,4.86187,Entire home/apt,419,3,23,2018-09-20,0.31,1,0,0,0363 A8DF A82E DB00 4483
13934570,Spacious family house with garden!,82830025,Lilian,,De Baarsjes - Oud-West,52.37128,4.86187,Entire home/apt,379,5,18,2022-07-29,0.24,1,37,3,0363 D2AB F514 C21A BFFA
13950958,L&L house with a roof terrace,18863124,Laura,,Watergraafsmeer,52.35228,4.92669,Entire home/apt,125,3,5,2022-07-12,0.38,1,0,2,0363 BDE4 CD22 79A9 0B34
13952349,Nice family home with garden!,83063481,Tamara,,Bos en Lommer,52.3785,4.85893,Entire home/apt,250,2,57,2022-08-19,0.77,1,0,11,0363 5929 A866 2F12 E056
13952479,"Amazing Canal Penthouse, Stunning views",4826547,Lora,,De Pijp - Rivierenbuurt,52.35765,4.90284,Entire home/apt,240,1,509,2022-09-01,6.80,1,165,82,03638B10E1040D278028
13953385,Stylish and comfortable room in quiet area,4301128,Sylvia,,Gaasperdam - Driemond,52.29165,4.99316,Private room,55,2,44,2022-08-22,0.59,1,49,8,0363 E93D F4C6 E85D 95C8
13965835,houseboat with superview,5035704,Geke,,Oud-Oost,52.3576,4.90596,Entire home/apt,190,2,74,2022-08-01,1.01,1,0,13,0363 5CD2 D7FD D091 66C9
13966822,Warm & relaxed Boutique Room,83251420,Ton,,Slotervaart,52.35328,4.83378,Private room,85,3,222,2022-08-02,3.06,1,272,27,0363 A23C 244E BE23 98BF
13968358,Historical Property overlooking Canal of Princes,83269288,Karin,,Centrum-West,52.37862,4.8865,Entire home/apt,700,7,18,2019-08-24,0.24,1,0,0,0363 11CD D360 8699 5210
13973023,Stylish family house + garden near AmsterdamCentre,15605859,Dave,,De Baarsjes - Oud-West,52.36938,4.86266,Entire home/apt,195,3,12,2019-08-05,0.16,1,0,0,0363 665F 7CF7 3085 16B5
13994591,Comfy appartment with garden in populair East,669733,Laura,,Oostelijk Havengebied - Indische Buurt,52.3598,4.93642,Entire home/apt,159,2,42,2022-08-22,0.57,1,0,4,0363 CF12 12AA F0CB 4F9C
14011549,Spacious apartment at Westerpark,61492977,Durand,,Bos en Lommer,52.38147,4.85489,Entire home/apt,198,3,20,2020-08-15,0.28,1,0,0,0363 7854 A396 AEB9 046C
14017497,Perfect Studio in Amsterdam Center!,83715071,Rutger,,Centrum-West,52.37998,4.89086,Private room,165,2,67,2022-09-03,0.90,2,152,13,0363 A39A 93D3 0654 AFF5
14017892,Design Studio in Amsterdam Center!,83715071,Rutger,,Centrum-West,52.37966,4.88974,Private room,187,2,60,2022-08-25,0.81,2,143,22,0363 A39A 93D3 0654 AFF5
